Driver,Team,Q1,Q2,Q3,Start,Finish,Track,Rain,D_Elo,T_Elo,Race_Id 
tsunoda,alphatauri,79.742,79.424,nan,13.0,15.0,Australian Grand Prix,False,1201.43,1762.39,83
latifi,williams,81.372,nan,nan,18.0,16.0,Australian Grand Prix,False,1195.78,1844.66,83
alonso,alpine,79.192,78.815,nan,10.0,17.0,Australian Grand Prix,False,1352.11,1831.39,83
max_verstappen,red_bull,78.58,78.611,78.154,2.0,nan,Australian Grand Prix,False,1353.96,2004.21,83
vettel,aston_martin,81.149,nan,nan,17.0,nan,Australian Grand Prix,False,1333.44,1844.98,83
sainz,ferrari,78.983,78.469,79.408,9.0,nan,Australian Grand Prix,False,1326.15,2066.86,83
max_verstappen,red_bull,79.295,78.793,87.999,1.0,1.0,Emilia Romagna Grand Prix,False,1357.54,2008.61,84
perez,red_bull,79.773,79.296,89.808,3.0,2.0,Emilia Romagna Grand Prix,False,1299.29,2010.32,84
norris,mclaren,80.168,79.294,89.131,5.0,3.0,Emilia Romagna Grand Prix,False,1225.11,1990.78,84
russell,mercedes,80.383,80.757,nan,11.0,4.0,Emilia Romagna Grand Prix,False,1203.24,2175.63,84
bottas,alfa,80.419,80.192,90.439,7.0,5.0,Emilia Romagna Grand Prix,False,1270.05,1891.37,84
leclerc,ferrari,78.796,79.584,88.778,2.0,6.0,Emilia Romagna Grand Prix,False,1209.72,2068.37,84
tsunoda,alphatauri,80.474,nan,nan,12.0,7.0,Emilia Romagna Grand Prix,False,1210.02,1768.54,84
vettel,aston_martin,80.364,79.957,91.062,13.0,8.0,Emilia Romagna Grand Prix,False,1337.12,1848.12,84
kevin_magnussen,haas,80.147,79.902,89.164,8.0,9.0,Emilia Romagna Grand Prix,False,1174.04,1763.57,84
stroll,aston_martin,80.342,88.119,nan,15.0,10.0,Emilia Romagna Grand Prix,False,1352.63,1852.41,84
albon,williams,nan,nan,nan,18.0,11.0,Emilia Romagna Grand Prix,False,1267.27,1849.15,84
gasly,alphatauri,80.732,nan,nan,17.0,12.0,Emilia Romagna Grand Prix,False,1229.96,1772.36,84
hamilton,mercedes,80.47,81.138,nan,14.0,13.0,Emilia Romagna Grand Prix,False,1466.01,2176.89,84
ocon,alpine,82.338,nan,nan,16.0,14.0,Emilia Romagna Grand Prix,False,1292.25,1832.46,84
zhou,alfa,79.73,81.434,nan,0.0,15.0,Emilia Romagna Grand Prix,False,1162.77,1881.68,84
latifi,williams,81.971,nan,nan,19.0,16.0,Emilia Romagna Grand Prix,False,1196.74,1850.63,84
mick_schumacher,haas,80.422,80.916,nan,10.0,17.0,Emilia Romagna Grand Prix,False,1204.59,1758.44,84
ricciardo,mclaren,79.98,80.031,89.742,6.0,18.0,Emilia Romagna Grand Prix,False,1346.04,1981.63,84
alonso,alpine,80.198,79.595,89.202,9.0,nan,Emilia Romagna Grand Prix,False,1338.79,1832.46,84
sainz,ferrari,79.305,78.99,nan,4.0,nan,Emilia Romagna Grand Prix,False,1314.28,2068.37,84
max_verstappen,red_bull,89.836,89.202,88.991,3.0,1.0,Miami Grand Prix,True,1361.53,2013.31,85
leclerc,ferrari,89.474,89.13,88.796,1.0,2.0,Miami Grand Prix,True,1211.14,2069.44,85
sainz,ferrari,90.079,89.729,88.986,2.0,3.0,Miami Grand Prix,True,1315.04,2070.01,85
perez,red_bull,90.055,89.673,89.036,4.0,4.0,Miami Grand Prix,True,1300.32,2014.08,85
russell,mercedes,90.49,90.173,nan,12.0,5.0,Miami Grand Prix,True,1212.9,2184.14,85
hamilton,mercedes,90.388,89.797,89.625,6.0,6.0,Miami Grand Prix,True,1466.53,2184.53,85
bottas,alfa,90.845,89.751,89.475,5.0,7.0,Miami Grand Prix,True,1268.24,1880.32,85
ocon,alpine,nan,nan,nan,20.0,8.0,Miami Grand Prix,True,1305.23,1842.19,85
albon,williams,91.266,nan,nan,18.0,9.0,Miami Grand Prix,True,1277.88,1858.59,85
stroll,aston_martin,90.441,89.996,90.676,0.0,10.0,Miami Grand Prix,True,1343.44,1845.52,85
alonso,alpine,90.407,90.16,nan,11.0,11.0,Miami Grand Prix,True,1339.53,1842.75,85
tsunoda,alphatauri,90.485,90.031,89.932,9.0,12.0,Miami Grand Prix,True,1206.75,1769.91,85
ricciardo,mclaren,90.583,90.31,nan,14.0,13.0,Miami Grand Prix,True,1348.05,1983.14,85
latifi,williams,91.325,nan,nan,19.0,14.0,Miami Grand Prix,True,1201.64,1862.26,85
mick_schumacher,haas,90.645,90.423,nan,15.0,15.0,Miami Grand Prix,True,1205.14,1758.85,85
kevin_magnussen,haas,90.975,nan,nan,16.0,16.0,Miami Grand Prix,True,1174.04,1758.85,85
vettel,aston_martin,90.677,90.214,nan,0.0,17.0,Miami Grand Prix,True,1315.3,1845.52,85
gasly,alphatauri,90.779,90.128,89.69,7.0,nan,Miami Grand Prix,True,1229.96,1757.92,85
norris,mclaren,90.761,89.634,89.75,8.0,nan,Miami Grand Prix,True,1210.39,1983.14,85
zhou,alfa,91.02,nan,nan,17.0,nan,Miami Grand Prix,True,1162.77,1880.32,85
max_verstappen,red_bull,80.091,79.219,79.073,2.0,1.0,Spanish Grand Prix,False,1364.27,2016.13,86
perez,red_bull,80.447,79.83,79.42,5.0,2.0,Spanish Grand Prix,False,1304.07,2018.94,86
russell,mercedes,80.218,79.47,79.393,4.0,3.0,Spanish Grand Prix,False,1214.81,2185.96,86
sainz,ferrari,79.892,79.453,79.166,3.0,4.0,Spanish Grand Prix,False,1315.21,2070.14,86
hamilton,mercedes,80.252,79.794,79.512,6.0,5.0,Spanish Grand Prix,False,1468.01,2187.07,86
bottas,alfa,80.355,80.053,79.608,7.0,6.0,Spanish Grand Prix,False,1269.65,1881.38,86
ocon,alpine,80.88,80.638,nan,12.0,7.0,Spanish Grand Prix,False,1311.18,1847.21,86
norris,mclaren,80.838,80.471,nan,11.0,8.0,Spanish Grand Prix,False,1214.17,1985.97,86
alonso,alpine,81.043,nan,nan,20.0,9.0,Spanish Grand Prix,False,1349.29,1854.53,86
tsunoda,alphatauri,80.707,80.639,nan,13.0,10.0,Spanish Grand Prix,False,1210.6,1760.81,86
vettel,aston_martin,80.954,nan,nan,16.0,11.0,Spanish Grand Prix,False,1320.76,1849.61,86
ricciardo,mclaren,80.549,80.287,80.297,9.0,12.0,Spanish Grand Prix,False,1345.32,1983.93,86
gasly,alphatauri,80.719,80.861,nan,14.0,13.0,Spanish Grand Prix,False,1231.63,1762.07,86
mick_schumacher,haas,80.683,80.436,80.368,10.0,14.0,Spanish Grand Prix,False,1201.46,1756.09,86
stroll,aston_martin,81.418,nan,nan,17.0,15.0,Spanish Grand Prix,False,1345.38,1851.06,86
latifi,williams,81.915,nan,nan,19.0,16.0,Spanish Grand Prix,False,1203.61,1863.74,86
kevin_magnussen,haas,80.227,79.81,79.682,8.0,17.0,Spanish Grand Prix,False,1164.94,1749.26,86
albon,williams,81.645,nan,nan,18.0,18.0,Spanish Grand Prix,False,1277.25,1863.27,86
zhou,alfa,80.476,81.094,nan,15.0,nan,Spanish Grand Prix,False,1162.77,1881.38,86
leclerc,ferrari,79.861,79.969,78.75,1.0,nan,Spanish Grand Prix,False,1211.14,2056.82,86
perez,red_bull,73.004,71.954,71.629,3.0,1.0,Monaco Grand Prix,True,1308.06,2021.93,87
sainz,ferrari,72.616,72.074,71.601,2.0,2.0,Monaco Grand Prix,True,1317.23,2058.34,87
max_verstappen,red_bull,72.993,72.117,71.666,4.0,3.0,Monaco Grand Prix,True,1366.56,2023.65,87
leclerc,ferrari,72.569,71.864,71.376,1.0,4.0,Monaco Grand Prix,True,1210.03,2057.51,87
russell,mercedes,72.787,72.617,72.112,6.0,5.0,Monaco Grand Prix,True,1216.59,2188.41,87
norris,mclaren,72.927,72.266,71.849,5.0,6.0,Monaco Grand Prix,True,1213.62,1983.52,87
alonso,alpine,73.394,72.688,72.247,7.0,7.0,Monaco Grand Prix,True,1349.72,1854.86,87
hamilton,mercedes,73.444,72.595,72.56,8.0,8.0,Monaco Grand Prix,True,1468.45,2188.74,87
bottas,alfa,73.541,72.909,nan,12.0,9.0,Monaco Grand Prix,True,1274.26,1884.84,87
vettel,aston_martin,73.313,72.613,72.732,9.0,10.0,Monaco Grand Prix,True,1320.02,1850.5,87
gasly,alphatauri,73.66,nan,nan,17.0,11.0,Monaco Grand Prix,True,1239.01,1767.6,87
ocon,alpine,72.848,72.528,73.047,10.0,12.0,Monaco Grand Prix,True,1309.29,1853.44,87
ricciardo,mclaren,73.338,72.964,nan,14.0,13.0,Monaco Grand Prix,True,1347.33,1985.03,87
stroll,aston_martin,73.678,nan,nan,18.0,14.0,Monaco Grand Prix,True,1349.68,1853.72,87
latifi,williams,74.403,nan,nan,19.0,15.0,Monaco Grand Prix,True,1207.24,1865.99,87
zhou,alfa,75.606,nan,nan,20.0,16.0,Monaco Grand Prix,True,1165.64,1886.99,87
tsunoda,alphatauri,73.11,72.797,nan,11.0,17.0,Monaco Grand Prix,True,1203.76,1762.47,87
albon,williams,73.611,nan,nan,16.0,nan,Monaco Grand Prix,True,1277.25,1862.38,87
mick_schumacher,haas,73.469,73.081,nan,15.0,nan,Monaco Grand Prix,True,1195.69,1749.26,87
kevin_magnussen,haas,73.069,72.921,nan,13.0,nan,Monaco Grand Prix,True,1164.94,1743.25,87
max_verstappen,red_bull,102.722,102.227,101.706,3.0,1.0,Azerbaijan Grand Prix,False,1369.89,2026.15,88
perez,red_bull,102.733,101.955,101.641,2.0,2.0,Azerbaijan Grand Prix,False,1309.74,2027.41,88
russell,mercedes,103.754,103.281,102.712,5.0,3.0,Azerbaijan Grand Prix,False,1219.29,2190.76,88
hamilton,mercedes,103.939,103.182,102.924,7.0,4.0,Azerbaijan Grand Prix,False,1471.97,2193.4,88
gasly,alphatauri,103.268,103.129,102.845,6.0,5.0,Azerbaijan Grand Prix,False,1240.49,1763.58,88
vettel,aston_martin,103.279,103.268,103.091,9.0,6.0,Azerbaijan Grand Prix,False,1323.61,1856.41,88
alonso,alpine,104.083,103.36,103.173,10.0,7.0,Azerbaijan Grand Prix,False,1353.4,1856.2,88
ricciardo,mclaren,104.437,103.574,nan,12.0,8.0,Azerbaijan Grand Prix,False,1352.22,1988.7,88
norris,mclaren,104.237,103.398,nan,11.0,9.0,Azerbaijan Grand Prix,False,1216.35,1990.74,88
ocon,alpine,103.903,103.585,nan,13.0,10.0,Azerbaijan Grand Prix,False,1313.14,1859.09,88
bottas,alfa,104.478,104.444,nan,15.0,11.0,Azerbaijan Grand Prix,False,1278.93,1890.49,88
albon,williams,104.719,nan,nan,17.0,12.0,Azerbaijan Grand Prix,False,1282.34,1866.2,88
tsunoda,alphatauri,103.595,103.376,103.056,8.0,13.0,Azerbaijan Grand Prix,False,1198.87,1759.91,88
mick_schumacher,haas,105.775,nan,nan,20.0,14.0,Azerbaijan Grand Prix,False,1200.19,1746.62,88
latifi,williams,105.367,nan,nan,18.0,15.0,Azerbaijan Grand Prix,False,1209.77,1868.1,88
stroll,aston_martin,105.371,nan,nan,19.0,16.0,Azerbaijan Grand Prix,False,1349.68,1856.41,88
kevin_magnussen,haas,104.643,nan,nan,16.0,nan,Azerbaijan Grand Prix,False,1164.94,1743.61,88
zhou,alfa,103.777,103.79,nan,14.0,nan,Azerbaijan Grand Prix,False,1165.64,1886.22,88
leclerc,ferrari,102.865,102.046,101.359,1.0,nan,Azerbaijan Grand Prix,False,1210.03,2044.19,88
sainz,ferrari,102.957,102.088,101.814,4.0,nan,Azerbaijan Grand Prix,False,1317.23,2032.2,88
max_verstappen,red_bull,92.219,83.746,81.299,1.0,1.0,Canadian Grand Prix,False,1372.13,2029.09,89
sainz,ferrari,92.781,85.197,82.096,3.0,2.0,Canadian Grand Prix,False,1319.5,2033.91,89
hamilton,mercedes,93.841,85.543,82.891,4.0,3.0,Canadian Grand Prix,False,1473.88,2194.83,89
russell,mercedes,93.16,84.95,83.557,8.0,4.0,Canadian Grand Prix,False,1223.87,2198.26,89
leclerc,ferrari,93.008,nan,nan,19.0,5.0,Canadian Grand Prix,False,1223.58,2044.07,89
ocon,alpine,93.012,86.135,83.529,7.0,6.0,Canadian Grand Prix,False,1314.55,1860.15,89
bottas,alfa,93.689,86.788,nan,11.0,7.0,Canadian Grand Prix,False,1283.76,1889.84,89
zhou,alfa,93.692,86.116,84.03,10.0,8.0,Canadian Grand Prix,False,1168.27,1891.81,89
alonso,alpine,92.277,84.848,81.944,2.0,9.0,Canadian Grand Prix,False,1347.72,1855.89,89
stroll,aston_martin,95.532,nan,nan,17.0,10.0,Canadian Grand Prix,False,1356.88,1861.81,89
ricciardo,mclaren,93.636,86.375,83.749,9.0,11.0,Canadian Grand Prix,False,1350.55,1989.49,89
vettel,aston_martin,94.512,nan,nan,16.0,12.0,Canadian Grand Prix,False,1328.02,1865.11,89
albon,williams,94.047,86.858,nan,12.0,13.0,Canadian Grand Prix,False,1281.97,1867.82,89
gasly,alphatauri,94.492,nan,nan,15.0,14.0,Canadian Grand Prix,False,1242.0,1761.04,89
norris,mclaren,94.066,nan,nan,14.0,15.0,Canadian Grand Prix,False,1215.92,1989.17,89
latifi,williams,95.66,nan,nan,18.0,16.0,Canadian Grand Prix,False,1211.24,1868.93,89
kevin_magnussen,haas,92.957,86.254,82.96,5.0,17.0,Canadian Grand Prix,False,1152.9,1734.58,89
tsunoda,alphatauri,96.575,nan,nan,20.0,nan,Canadian Grand Prix,False,1197.05,1761.04,89
mick_schumacher,haas,93.707,85.684,83.356,6.0,nan,Canadian Grand Prix,False,1200.19,1723.85,89
perez,red_bull,93.929,93.127,nan,13.0,nan,Canadian Grand Prix,False,1309.74,2024.08,89
sainz,ferrari,100.19,101.602,100.983,1.0,1.0,British Grand Prix,True,1322.18,2046.08,90
perez,red_bull,100.521,102.513,101.616,4.0,2.0,British Grand Prix,True,1313.3,2026.75,90
hamilton,mercedes,100.428,101.062,101.995,5.0,3.0,British Grand Prix,True,1477.12,2200.69,90
leclerc,ferrari,99.846,101.247,101.298,3.0,4.0,British Grand Prix,True,1223.78,2046.23,90
alonso,alpine,101.598,102.209,102.116,7.0,5.0,British Grand Prix,True,1350.68,1858.11,90
norris,mclaren,101.515,101.821,102.084,6.0,6.0,British Grand Prix,True,1216.44,1989.56,90
max_verstappen,red_bull,99.129,100.655,101.055,2.0,7.0,British Grand Prix,True,1367.83,2023.53,90
mick_schumacher,haas,102.708,nan,nan,19.0,8.0,British Grand Prix,True,1212.66,1733.21,90
vettel,aston_martin,102.666,nan,nan,18.0,9.0,British Grand Prix,True,1338.63,1873.07,90
kevin_magnussen,haas,102.159,nan,nan,17.0,10.0,British Grand Prix,True,1161.54,1739.69,90
stroll,aston_martin,103.43,nan,nan,20.0,11.0,British Grand Prix,True,1366.07,1879.96,90
latifi,williams,101.998,103.273,123.095,10.0,12.0,British Grand Prix,True,1209.35,1867.51,90
ricciardo,mclaren,101.933,104.355,nan,14.0,13.0,British Grand Prix,True,1352.56,1991.07,90
tsunoda,alphatauri,101.893,104.311,nan,13.0,14.0,British Grand Prix,True,1196.62,1760.71,90
ocon,alpine,101.73,105.19,nan,15.0,nan,British Grand Prix,True,1314.55,1858.11,90
gasly,alphatauri,101.68,103.702,nan,11.0,nan,British Grand Prix,True,1231.38,1760.71,90
bottas,alfa,101.396,104.232,nan,12.0,nan,British Grand Prix,True,1283.76,1884.85,90
russell,mercedes,100.028,101.725,102.161,8.0,nan,British Grand Prix,True,1209.15,2200.69,90
zhou,alfa,100.791,102.64,102.719,9.0,nan,British Grand Prix,True,1154.89,1884.85,90
albon,williams,102.078,nan,nan,16.0,nan,British Grand Prix,True,1277.15,1867.51,90
leclerc,ferrari,65.419,65.287,65.013,2.0,1.0,Austrian Grand Prix,False,1227.53,2049.44,91
max_verstappen,red_bull,65.852,65.374,64.984,1.0,2.0,Austrian Grand Prix,False,1370.35,2028.95,91
hamilton,mercedes,66.079,65.475,73.151,8.0,3.0,Austrian Grand Prix,False,1483.64,2205.84,91
russell,mercedes,66.235,65.697,65.431,4.0,4.0,Austrian Grand Prix,False,1210.52,2206.48,91
ocon,alpine,66.468,65.993,65.726,6.0,5.0,Austrian Grand Prix,False,1315.76,1854.13,91
mick_schumacher,haas,66.405,66.151,66.011,9.0,6.0,Austrian Grand Prix,False,1215.2,1741.43,91
norris,mclaren,66.33,85.847,nan,10.0,7.0,Austrian Grand Prix,False,1222.92,1997.46,91
kevin_magnussen,haas,66.366,65.894,65.879,7.0,8.0,Austrian Grand Prix,False,1160.48,1740.91,91
ricciardo,mclaren,66.613,nan,nan,11.0,9.0,Austrian Grand Prix,False,1357.93,1999.5,91
alonso,alpine,66.016,66.082,66.103,19.0,10.0,Austrian Grand Prix,False,1358.97,1860.35,91
bottas,alfa,66.442,66.319,nan,0.0,11.0,Austrian Grand Prix,False,1276.72,1880.87,91
albon,williams,66.516,66.23,nan,15.0,12.0,Austrian Grand Prix,False,1277.98,1868.31,91
stroll,aston_martin,66.847,nan,nan,12.0,13.0,Austrian Grand Prix,False,1368.13,1881.3,91
zhou,alfa,66.901,nan,nan,13.0,14.0,Austrian Grand Prix,False,1156.68,1880.6,91
gasly,alphatauri,66.589,66.16,nan,14.0,15.0,Austrian Grand Prix,False,1228.11,1757.49,91
tsunoda,alphatauri,66.463,66.851,nan,16.0,16.0,Austrian Grand Prix,False,1195.3,1757.64,91
vettel,aston_martin,67.083,nan,nan,18.0,17.0,Austrian Grand Prix,False,1337.96,1881.62,91
sainz,ferrari,65.66,65.576,65.066,3.0,nan,Austrian Grand Prix,False,1322.91,2036.94,91
latifi,williams,67.003,nan,nan,17.0,nan,Austrian Grand Prix,False,1209.27,1868.31,91
perez,red_bull,66.143,66.458,nan,5.0,nan,Austrian Grand Prix,False,1303.58,2028.95,91
max_verstappen,red_bull,91.891,91.99,91.176,2.0,1.0,French Grand Prix,False,1373.09,2031.0,92
hamilton,mercedes,93.041,92.274,91.765,4.0,2.0,French Grand Prix,False,1486.6,2208.7,92
russell,mercedes,93.109,92.633,92.131,6.0,3.0,French Grand Prix,False,1214.11,2211.39,92
perez,red_bull,92.354,92.12,91.335,3.0,4.0,French Grand Prix,False,1303.75,2031.13,92
sainz,ferrari,92.297,91.081,nan,19.0,5.0,French Grand Prix,False,1336.46,2047.1,92
alonso,alpine,92.819,92.631,92.552,7.0,6.0,French Grand Prix,False,1360.38,1861.41,92
norris,mclaren,92.672,92.777,92.032,5.0,7.0,French Grand Prix,False,1221.41,1998.37,92
ocon,alpine,93.346,93.048,nan,10.0,8.0,French Grand Prix,False,1318.39,1863.38,92
ricciardo,mclaren,93.404,92.922,nan,9.0,9.0,French Grand Prix,False,1358.36,1998.69,92
stroll,aston_martin,93.439,nan,nan,15.0,10.0,French Grand Prix,False,1373.85,1885.91,92
vettel,aston_martin,93.285,93.276,nan,12.0,11.0,French Grand Prix,False,1339.7,1887.21,92
gasly,alphatauri,93.439,nan,nan,14.0,12.0,French Grand Prix,False,1230.84,1759.68,92
albon,williams,93.423,93.307,nan,13.0,13.0,French Grand Prix,False,1278.67,1868.83,92
bottas,alfa,93.034,93.052,nan,11.0,14.0,French Grand Prix,False,1274.18,1878.7,92
mick_schumacher,haas,93.701,nan,nan,17.0,15.0,French Grand Prix,False,1217.14,1742.36,92
zhou,alfa,93.674,nan,nan,16.0,16.0,French Grand Prix,False,1156.88,1878.85,92
latifi,williams,93.794,nan,nan,18.0,nan,French Grand Prix,False,1206.53,1868.83,92
kevin_magnussen,haas,92.756,92.649,nan,20.0,nan,French Grand Prix,False,1158.66,1742.36,92
leclerc,ferrari,91.727,91.216,90.872,1.0,nan,French Grand Prix,False,1209.77,2047.1,92
tsunoda,alphatauri,93.394,92.836,92.78,8.0,nan,French Grand Prix,False,1195.3,1759.68,92
max_verstappen,red_bull,78.509,77.703,78.823,10.0,1.0,Hungarian Grand Prix,True,1385.09,2040.13,93
hamilton,mercedes,78.374,78.035,78.142,7.0,2.0,Hungarian Grand Prix,True,1493.35,2216.45,93
russell,mercedes,78.407,78.154,77.377,1.0,3.0,Hungarian Grand Prix,True,1214.27,2216.57,93
sainz,ferrari,78.434,77.946,77.421,2.0,4.0,Hungarian Grand Prix,True,1335.95,2046.72,93
perez,red_bull,79.118,78.516,nan,11.0,5.0,Hungarian Grand Prix,True,1312.07,2046.37,93
leclerc,ferrari,78.806,77.768,77.567,3.0,6.0,Hungarian Grand Prix,True,1207.45,2044.98,93
norris,mclaren,78.653,78.121,77.769,4.0,7.0,Hungarian Grand Prix,True,1218.65,1996.62,93
alonso,alpine,78.716,77.904,78.078,6.0,8.0,Hungarian Grand Prix,True,1358.37,1861.87,93
ocon,alpine,78.866,78.216,78.018,5.0,9.0,Hungarian Grand Prix,True,1314.05,1858.62,93
vettel,aston_martin,79.273,nan,nan,18.0,10.0,Hungarian Grand Prix,True,1349.05,1894.22,93
stroll,aston_martin,79.205,79.137,nan,14.0,11.0,Hungarian Grand Prix,True,1378.38,1897.62,93
gasly,alphatauri,79.527,nan,nan,0.0,12.0,Hungarian Grand Prix,True,1219.13,1750.9,93
zhou,alfa,78.973,78.573,nan,12.0,13.0,Hungarian Grand Prix,True,1156.44,1878.52,93
mick_schumacher,haas,79.164,79.202,nan,15.0,14.0,Hungarian Grand Prix,True,1218.95,1743.72,93
ricciardo,mclaren,78.775,78.198,78.379,9.0,15.0,Hungarian Grand Prix,True,1351.3,1991.33,93
kevin_magnussen,haas,78.993,78.825,nan,13.0,16.0,Hungarian Grand Prix,True,1155.7,1741.5,93
albon,williams,79.256,nan,nan,17.0,17.0,Hungarian Grand Prix,True,1278.47,1868.68,93
latifi,williams,79.57,nan,nan,19.0,18.0,Hungarian Grand Prix,True,1206.37,1868.56,93
tsunoda,alphatauri,79.24,nan,nan,16.0,19.0,Hungarian Grand Prix,True,1191.74,1748.23,93
bottas,alfa,78.935,78.445,78.157,8.0,20.0,Hungarian Grand Prix,True,1274.18,1867.48,93
max_verstappen,red_bull,104.581,104.723,103.665,14.0,1.0,Belgian Grand Prix,False,1399.4,2057.1,94
perez,red_bull,105.377,104.794,104.462,2.0,2.0,Belgian Grand Prix,False,1313.75,2058.36,94
sainz,ferrari,105.05,105.418,104.297,1.0,3.0,Belgian Grand Prix,False,1336.08,2045.08,94
russell,mercedes,105.65,105.461,105.776,5.0,4.0,Belgian Grand Prix,False,1215.92,2217.81,94
alonso,alpine,106.075,105.552,105.368,3.0,5.0,Belgian Grand Prix,False,1357.49,1857.96,94
leclerc,ferrari,105.572,104.551,104.553,15.0,6.0,Belgian Grand Prix,False,1217.38,2052.53,94
ocon,alpine,106.039,105.475,105.18,16.0,7.0,Belgian Grand Prix,False,1323.72,1865.21,94
vettel,aston_martin,106.344,nan,nan,10.0,8.0,Belgian Grand Prix,False,1351.68,1899.59,94
gasly,alphatauri,106.183,105.827,nan,0.0,9.0,Belgian Grand Prix,False,1212.53,1743.28,94
albon,williams,105.672,105.675,105.837,6.0,10.0,Belgian Grand Prix,False,1274.69,1865.73,94
stroll,aston_martin,106.256,106.611,nan,9.0,11.0,Belgian Grand Prix,False,1376.71,1898.34,94
norris,mclaren,105.745,105.603,106.178,17.0,12.0,Belgian Grand Prix,False,1223.74,1995.15,94
tsunoda,alphatauri,106.692,nan,nan,0.0,13.0,Belgian Grand Prix,False,1180.93,1735.17,94
zhou,alfa,106.178,106.085,nan,18.0,14.0,Belgian Grand Prix,False,1160.02,1870.16,94
ricciardo,mclaren,106.212,105.767,nan,7.0,15.0,Belgian Grand Prix,False,1343.24,1989.11,94
kevin_magnussen,haas,106.557,nan,nan,12.0,16.0,Belgian Grand Prix,False,1152.17,1738.85,94
mick_schumacher,haas,106.342,107.718,nan,19.0,17.0,Belgian Grand Prix,False,1219.87,1739.54,94
latifi,williams,106.401,nan,nan,11.0,18.0,Belgian Grand Prix,False,1199.62,1860.67,94
bottas,alfa,107.866,nan,nan,13.0,nan,Belgian Grand Prix,False,1267.5,1870.16,94
hamilton,mercedes,105.736,105.42,105.503,4.0,nan,Belgian Grand Prix,False,1477.37,2217.81,94
max_verstappen,red_bull,71.317,70.927,70.342,1.0,1.0,Dutch Grand Prix,False,1401.64,2060.04,95
russell,mercedes,71.561,70.824,71.147,6.0,2.0,Dutch Grand Prix,False,1220.56,2221.29,95
leclerc,ferrari,71.443,70.988,70.363,2.0,3.0,Dutch Grand Prix,False,1218.01,2053.0,95
hamilton,mercedes,71.331,71.075,70.648,4.0,4.0,Dutch Grand Prix,False,1478.23,2221.93,95
perez,red_bull,71.641,71.314,71.077,5.0,5.0,Dutch Grand Prix,False,1314.34,2060.49,95
alonso,alpine,71.667,71.613,nan,13.0,6.0,Dutch Grand Prix,False,1365.55,1871.25,95
norris,mclaren,71.556,71.116,71.174,7.0,7.0,Dutch Grand Prix,False,1224.1,1989.38,95
sainz,ferrari,71.767,70.814,70.434,3.0,8.0,Dutch Grand Prix,False,1332.04,2049.97,95
ocon,alpine,71.748,71.605,nan,12.0,9.0,Dutch Grand Prix,False,1327.56,1874.13,95
stroll,aston_martin,71.568,71.416,nan,10.0,10.0,Dutch Grand Prix,False,1377.24,1898.73,95
gasly,alphatauri,71.705,71.512,nan,11.0,11.0,Dutch Grand Prix,False,1213.15,1735.63,95
albon,williams,71.695,71.802,nan,15.0,12.0,Dutch Grand Prix,False,1278.31,1863.38,95
mick_schumacher,haas,71.741,71.42,71.442,8.0,13.0,Dutch Grand Prix,False,1214.98,1735.87,95
vettel,aston_martin,72.391,nan,nan,19.0,14.0,Dutch Grand Prix,False,1355.76,1901.79,95
kevin_magnussen,haas,72.319,nan,nan,18.0,15.0,Dutch Grand Prix,False,1154.7,1737.77,95
zhou,alfa,71.826,71.704,nan,14.0,16.0,Dutch Grand Prix,False,1158.54,1869.05,95
ricciardo,mclaren,72.081,nan,nan,17.0,17.0,Dutch Grand Prix,False,1343.07,1989.25,95
latifi,williams,73.353,nan,nan,20.0,18.0,Dutch Grand Prix,False,1199.91,1863.6,95
bottas,alfa,71.961,nan,nan,16.0,nan,Dutch Grand Prix,False,1267.5,1866.04,95
tsunoda,alphatauri,71.427,71.428,72.556,9.0,nan,Dutch Grand Prix,False,1180.93,1735.63,95
max_verstappen,red_bull,80.922,81.265,80.306,7.0,1.0,Italian Grand Prix,False,1408.32,2065.5,96
leclerc,ferrari,81.28,81.208,80.161,1.0,2.0,Italian Grand Prix,False,1219.19,2050.86,96
russell,mercedes,81.785,81.747,81.542,2.0,3.0,Italian Grand Prix,False,1221.19,2222.4,96
sainz,ferrari,81.348,80.878,80.429,18.0,4.0,Italian Grand Prix,False,1346.15,2061.44,96
hamilton,mercedes,82.048,81.708,81.524,19.0,5.0,Italian Grand Prix,False,1491.78,2232.56,96
perez,red_bull,81.495,81.358,81.206,13.0,6.0,Italian Grand Prix,False,1322.4,2071.54,96
norris,mclaren,82.13,81.831,81.584,3.0,7.0,Italian Grand Prix,False,1221.11,1987.01,96
gasly,alphatauri,82.01,82.062,82.648,5.0,8.0,Italian Grand Prix,False,1210.59,1733.71,96
de_vries,williams,82.567,82.471,nan,8.0,9.0,Italian Grand Prix,False,1733.71,1863.09,96
zhou,alfa,82.003,82.577,nan,9.0,10.0,Italian Grand Prix,False,1157.92,1865.58,96
ocon,alpine,82.166,82.13,nan,14.0,11.0,Italian Grand Prix,False,1331.34,1876.96,96
mick_schumacher,haas,83.005,nan,nan,17.0,12.0,Italian Grand Prix,False,1220.07,1741.59,96
bottas,alfa,82.254,82.235,nan,15.0,13.0,Italian Grand Prix,False,1270.06,1867.5,96
tsunoda,alphatauri,82.02,nan,nan,20.0,14.0,Italian Grand Prix,False,1185.43,1737.08,96
latifi,williams,82.587,nan,nan,10.0,15.0,Italian Grand Prix,False,1195.17,1859.54,96
