Driver,Team,Q1,Q2,Q3,Start,Finish,Track,Rain,D_Elo,T_Elo,Race_Id 
latifi,williams,76.105,76.544,nan,15.0,19.0,Hungarian Grand Prix,True,1196.01,1817.7,44
gasly,alphatauri,75.767,75.508,nan,10.0,nan,Hungarian Grand Prix,True,1225.45,1786.78,44
hamilton,mercedes,85.9,85.347,84.303,1.0,1.0,British Grand Prix,False,1398.34,2099.99,45
max_verstappen,red_bull,86.115,86.144,85.325,3.0,2.0,British Grand Prix,False,1358.56,2001.14,45
leclerc,ferrari,86.55,86.203,85.427,4.0,3.0,British Grand Prix,False,1203.78,1982.73,45
ricciardo,renault,86.677,86.339,86.009,8.0,4.0,British Grand Prix,False,1294.67,1907.25,45
norris,mclaren,86.855,86.42,85.782,5.0,5.0,British Grand Prix,False,1190.88,1909.47,45
ocon,renault,86.396,86.252,86.209,9.0,6.0,British Grand Prix,False,1226.86,1909.94,45
gasly,alphatauri,86.343,86.501,nan,11.0,7.0,British Grand Prix,False,1230.28,1790.4,45
albon,red_bull,86.565,86.545,nan,12.0,8.0,British Grand Prix,False,1232.39,2004.81,45
stroll,racing_point,86.243,86.501,85.839,6.0,9.0,British Grand Prix,False,1317.29,1887.99,45
vettel,ferrari,86.469,86.455,86.339,10.0,10.0,British Grand Prix,False,1299.45,1983.12,45
bottas,mercedes,85.801,85.015,84.616,2.0,11.0,British Grand Prix,False,1278.15,2094.15,45
russell,williams,86.732,87.092,nan,20.0,12.0,British Grand Prix,False,1206.88,1822.65,45
sainz,mclaren,86.715,86.149,85.965,7.0,13.0,British Grand Prix,False,1252.65,1905.0,45
giovinazzi,alfa,87.164,nan,nan,15.0,14.0,British Grand Prix,False,1223.35,1823.28,45
latifi,williams,87.705,nan,nan,18.0,15.0,British Grand Prix,False,1198.54,1824.55,45
grosjean,haas,87.643,nan,nan,17.0,16.0,British Grand Prix,False,1102.2,1743.92,45
raikkonen,alfa,87.366,nan,nan,16.0,17.0,British Grand Prix,False,1309.6,1822.64,45
kvyat,alphatauri,86.774,86.744,nan,19.0,nan,British Grand Prix,False,1249.79,1790.4,45
kevin_magnussen,haas,87.158,nan,nan,14.0,nan,British Grand Prix,False,1175.72,1743.92,45
hulkenberg,racing_point,86.327,86.566,nan,13.0,nan,British Grand Prix,False,1222.0,1882.98,45
max_verstappen,red_bull,87.154,86.779,86.176,4.0,1.0,70th Anniversary Grand Prix,False,1362.58,2007.82,46
hamilton,mercedes,86.818,86.266,85.217,2.0,2.0,70th Anniversary Grand Prix,False,1400.02,2095.41,46
bottas,mercedes,86.738,85.785,85.154,1.0,3.0,70th Anniversary Grand Prix,False,1278.28,2095.51,46
leclerc,ferrari,87.427,86.709,86.614,8.0,4.0,70th Anniversary Grand Prix,False,1208.36,1986.55,46
albon,red_bull,87.153,86.642,86.669,9.0,5.0,70th Anniversary Grand Prix,False,1237.03,2011.3,46
stroll,racing_point,87.187,86.674,86.428,6.0,6.0,70th Anniversary Grand Prix,False,1317.72,1883.3,46
hulkenberg,racing_point,87.279,86.261,86.082,3.0,7.0,70th Anniversary Grand Prix,False,1219.01,1881.06,46
ocon,renault,87.278,87.011,nan,14.0,8.0,70th Anniversary Grand Prix,False,1233.8,1915.14,46
norris,mclaren,87.217,86.885,86.778,10.0,9.0,70th Anniversary Grand Prix,False,1192.46,1906.18,46
kvyat,alphatauri,87.882,nan,nan,16.0,10.0,70th Anniversary Grand Prix,False,1256.3,1795.28,46
gasly,alphatauri,87.154,86.523,86.534,7.0,11.0,70th Anniversary Grand Prix,False,1226.43,1792.39,46
vettel,ferrari,87.612,87.078,nan,11.0,12.0,70th Anniversary Grand Prix,False,1299.02,1986.23,46
sainz,mclaren,87.45,87.083,nan,12.0,13.0,70th Anniversary Grand Prix,False,1252.28,1905.9,46
ricciardo,renault,87.442,86.636,86.297,5.0,14.0,70th Anniversary Grand Prix,False,1285.79,1908.48,46
raikkonen,alfa,88.493,nan,nan,20.0,15.0,70th Anniversary Grand Prix,False,1313.04,1825.22,46
grosjean,haas,87.519,87.254,nan,13.0,16.0,70th Anniversary Grand Prix,False,1099.73,1742.07,46
giovinazzi,alfa,88.433,nan,nan,19.0,17.0,70th Anniversary Grand Prix,False,1224.27,1825.91,46
russell,williams,87.757,87.455,nan,15.0,18.0,70th Anniversary Grand Prix,False,1204.18,1822.53,46
latifi,williams,88.43,nan,nan,18.0,19.0,70th Anniversary Grand Prix,False,1196.86,1821.27,46
kevin_magnussen,haas,88.236,nan,nan,17.0,nan,70th Anniversary Grand Prix,False,1172.39,1739.57,46
hamilton,mercedes,76.872,76.013,75.584,1.0,1.0,Spanish Grand Prix,False,1402.26,2097.19,47
max_verstappen,red_bull,77.213,76.518,76.292,3.0,2.0,Spanish Grand Prix,False,1364.85,2013.01,47
bottas,mercedes,77.243,76.152,75.643,2.0,3.0,Spanish Grand Prix,False,1278.91,2097.66,47
stroll,racing_point,77.316,76.666,76.589,5.0,4.0,Spanish Grand Prix,False,1319.37,1882.3,47
perez,racing_point,77.117,76.936,76.482,4.0,5.0,Spanish Grand Prix,False,1327.77,1882.15,47
sainz,mclaren,77.438,76.876,77.044,7.0,6.0,Spanish Grand Prix,False,1253.69,1906.96,47
vettel,ferrari,77.573,77.168,nan,11.0,7.0,Spanish Grand Prix,False,1303.85,1989.85,47
albon,red_bull,77.419,77.163,77.029,6.0,8.0,Spanish Grand Prix,False,1235.36,2011.75,47
gasly,alphatauri,77.356,76.8,77.136,10.0,9.0,Spanish Grand Prix,False,1228.01,1793.57,47
norris,mclaren,77.577,77.166,77.084,8.0,10.0,Spanish Grand Prix,False,1190.72,1905.66,47
ricciardo,renault,77.667,77.198,nan,13.0,11.0,Spanish Grand Prix,False,1288.59,1910.58,47
kvyat,alphatauri,77.676,77.192,nan,12.0,12.0,Spanish Grand Prix,False,1256.98,1794.08,47
ocon,renault,77.765,77.567,nan,15.0,13.0,Spanish Grand Prix,False,1236.36,1912.5,47
raikkonen,alfa,77.797,77.386,nan,14.0,14.0,Spanish Grand Prix,False,1313.66,1826.38,47
kevin_magnussen,haas,77.908,nan,nan,16.0,15.0,Spanish Grand Prix,False,1173.64,1740.51,47
giovinazzi,alfa,78.697,nan,nan,20.0,16.0,Spanish Grand Prix,False,1226.66,1828.17,47
russell,williams,78.099,nan,nan,18.0,17.0,Spanish Grand Prix,False,1204.6,1821.59,47
latifi,williams,78.532,nan,nan,19.0,18.0,Spanish Grand Prix,False,1196.73,1821.49,47
grosjean,haas,78.089,nan,nan,17.0,19.0,Spanish Grand Prix,False,1097.46,1738.8,47
leclerc,ferrari,77.256,76.953,77.087,9.0,nan,Spanish Grand Prix,False,1208.36,1989.85,47
hamilton,mercedes,102.323,102.014,101.252,1.0,1.0,Belgian Grand Prix,False,1404.5,2099.34,48
bottas,mercedes,102.534,102.126,101.763,2.0,2.0,Belgian Grand Prix,False,1280.59,2100.6,48
max_verstappen,red_bull,103.197,102.473,101.778,3.0,3.0,Belgian Grand Prix,False,1366.07,2012.67,48
ricciardo,renault,103.309,102.487,102.061,4.0,4.0,Belgian Grand Prix,False,1289.45,1913.14,48
ocon,renault,103.505,102.534,102.396,6.0,5.0,Belgian Grand Prix,False,1237.84,1914.25,48
albon,red_bull,103.418,102.193,102.264,5.0,6.0,Belgian Grand Prix,False,1234.9,2012.33,48
norris,mclaren,103.514,102.722,102.657,10.0,7.0,Belgian Grand Prix,False,1194.4,1908.42,48
gasly,alphatauri,103.262,102.745,nan,12.0,8.0,Belgian Grand Prix,False,1232.9,1797.75,48
stroll,racing_point,103.265,102.491,102.603,9.0,9.0,Belgian Grand Prix,False,1319.8,1882.47,48
perez,racing_point,103.349,102.67,102.532,8.0,10.0,Belgian Grand Prix,False,1326.03,1881.17,48
kvyat,alphatauri,103.267,102.73,nan,11.0,11.0,Belgian Grand Prix,False,1257.6,1798.21,48
raikkonen,alfa,103.743,nan,nan,16.0,12.0,Belgian Grand Prix,False,1318.07,1831.47,48
vettel,ferrari,103.567,103.261,nan,14.0,13.0,Belgian Grand Prix,False,1305.52,1991.11,48
leclerc,ferrari,103.656,102.996,nan,13.0,14.0,Belgian Grand Prix,False,1208.0,1990.84,48
grosjean,haas,103.838,nan,nan,17.0,15.0,Belgian Grand Prix,False,1099.4,1740.25,48
latifi,williams,104.138,nan,nan,19.0,16.0,Belgian Grand Prix,False,1198.7,1822.97,48
kevin_magnussen,haas,104.314,nan,nan,20.0,17.0,Belgian Grand Prix,False,1174.98,1741.25,48
giovinazzi,alfa,103.95,nan,nan,18.0,nan,Belgian Grand Prix,False,1223.92,1831.47,48
russell,williams,103.63,103.468,nan,15.0,nan,Belgian Grand Prix,False,1204.6,1822.97,48
sainz,mclaren,103.322,102.478,102.438,7.0,nan,Belgian Grand Prix,False,1253.69,1898.43,48
gasly,alphatauri,80.145,79.909,80.177,10.0,1.0,Italian Grand Prix,False,1242.9,1805.71,49
sainz,mclaren,80.099,79.705,79.695,3.0,2.0,Italian Grand Prix,False,1255.96,1900.14,49
stroll,racing_point,80.4,79.924,80.049,8.0,3.0,Italian Grand Prix,False,1325.43,1885.39,49
norris,mclaren,80.344,79.962,79.82,6.0,4.0,Italian Grand Prix,False,1196.94,1902.04,49
bottas,mercedes,79.786,78.952,78.956,2.0,5.0,Italian Grand Prix,False,1279.12,2099.49,49
ricciardo,renault,80.548,80.031,79.864,7.0,6.0,Italian Grand Prix,False,1290.86,1915.31,49
hamilton,mercedes,79.514,79.092,78.887,1.0,7.0,Italian Grand Prix,False,1400.42,2096.43,49
ocon,renault,80.747,80.234,nan,12.0,8.0,Italian Grand Prix,False,1242.73,1918.98,49
kvyat,alphatauri,80.307,80.169,nan,11.0,9.0,Italian Grand Prix,False,1260.33,1807.75,49
perez,racing_point,80.048,79.718,79.72,4.0,10.0,Italian Grand Prix,False,1320.57,1881.3,49
latifi,williams,81.717,nan,nan,20.0,11.0,Italian Grand Prix,False,1206.36,1828.71,49
grosjean,haas,81.139,nan,nan,16.0,12.0,Italian Grand Prix,False,1103.81,1744.55,49
raikkonen,alfa,81.01,80.926,nan,14.0,13.0,Italian Grand Prix,False,1319.74,1832.73,49
russell,williams,81.587,nan,nan,19.0,14.0,Italian Grand Prix,False,1208.68,1831.77,49
albon,red_bull,81.104,80.064,80.09,9.0,15.0,Italian Grand Prix,False,1229.02,2007.92,49
giovinazzi,alfa,81.206,nan,nan,18.0,16.0,Italian Grand Prix,False,1225.39,1833.84,49
max_verstappen,red_bull,80.193,79.78,79.795,5.0,nan,Italian Grand Prix,False,1366.07,1996.52,49
leclerc,ferrari,80.443,80.273,nan,13.0,nan,Italian Grand Prix,False,1201.32,1990.84,49
kevin_magnussen,haas,80.869,81.573,nan,15.0,nan,Italian Grand Prix,False,1174.98,1740.95,49
vettel,ferrari,81.151,nan,nan,17.0,nan,Italian Grand Prix,False,1305.52,1988.34,49
hamilton,mercedes,75.778,75.309,75.144,1.0,1.0,Tuscan Grand Prix,False,1402.66,2098.11,50
bottas,mercedes,75.749,75.322,75.203,2.0,2.0,Tuscan Grand Prix,False,1280.8,2099.37,50
albon,red_bull,76.527,75.914,75.954,4.0,3.0,Tuscan Grand Prix,False,1230.93,1997.95,50
ricciardo,renault,76.981,76.243,76.543,8.0,4.0,Tuscan Grand Prix,False,1295.44,1922.41,50
perez,racing_point,76.596,76.489,76.311,7.0,5.0,Tuscan Grand Prix,False,1323.04,1883.15,50
norris,mclaren,76.895,76.64,nan,11.0,6.0,Tuscan Grand Prix,False,1202.82,1906.45,50
kvyat,alphatauri,76.928,76.854,nan,12.0,7.0,Tuscan Grand Prix,False,1266.28,1812.21,50
leclerc,ferrari,76.698,76.324,76.27,5.0,8.0,Tuscan Grand Prix,False,1198.76,1986.42,50
raikkonen,alfa,77.059,76.854,nan,13.0,9.0,Tuscan Grand Prix,False,1324.64,1837.52,50
vettel,ferrari,77.072,76.858,nan,14.0,10.0,Tuscan Grand Prix,False,1310.35,1990.04,50
russell,williams,77.232,nan,nan,18.0,11.0,Tuscan Grand Prix,False,1215.42,1836.82,50
grosjean,haas,77.069,77.254,nan,15.0,12.0,Tuscan Grand Prix,False,1107.43,1743.66,50
stroll,racing_point,76.701,76.271,76.356,6.0,nan,Tuscan Grand Prix,False,1325.43,1883.15,50
ocon,renault,76.825,76.297,nan,10.0,nan,Tuscan Grand Prix,False,1242.73,1914.91,50
latifi,williams,77.32,nan,nan,19.0,nan,Tuscan Grand Prix,False,1204.12,1836.82,50
kevin_magnussen,haas,77.348,nan,nan,20.0,nan,Tuscan Grand Prix,False,1173.16,1743.66,50
giovinazzi,alfa,77.22,nan,nan,17.0,nan,Tuscan Grand Prix,False,1222.06,1837.52,50
sainz,mclaren,76.993,76.522,77.87,9.0,nan,Tuscan Grand Prix,False,1244.81,1906.45,50
max_verstappen,red_bull,76.335,75.471,75.509,3.0,nan,Tuscan Grand Prix,False,1349.4,1997.95,50
gasly,alphatauri,77.125,nan,nan,16.0,nan,Tuscan Grand Prix,False,1238.88,1812.21,50
bottas,mercedes,92.656,92.405,91.956,3.0,1.0,Russian Grand Prix,False,1284.13,2101.87,51
max_verstappen,red_bull,93.63,93.157,91.867,2.0,2.0,Russian Grand Prix,False,1351.08,1999.21,51
hamilton,mercedes,92.983,92.835,91.304,1.0,3.0,Russian Grand Prix,False,1402.79,2101.97,51
perez,racing_point,93.704,93.038,92.317,4.0,4.0,Russian Grand Prix,False,1323.9,1883.79,51
ricciardo,renault,93.65,92.218,92.364,5.0,5.0,Russian Grand Prix,False,1296.03,1915.36,51
leclerc,ferrari,94.071,93.239,nan,10.0,6.0,Russian Grand Prix,False,1203.5,1993.59,51
ocon,renault,93.557,93.196,92.624,7.0,7.0,Russian Grand Prix,False,1243.09,1915.63,51
kvyat,alphatauri,93.511,93.249,nan,11.0,8.0,Russian Grand Prix,False,1270.06,1815.04,51
gasly,alphatauri,93.734,93.139,93.0,9.0,9.0,Russian Grand Prix,False,1239.31,1815.36,51
albon,red_bull,93.919,93.153,93.008,15.0,10.0,Russian Grand Prix,False,1236.65,2003.5,51
giovinazzi,alfa,94.594,nan,nan,17.0,11.0,Russian Grand Prix,False,1228.21,1842.13,51
kevin_magnussen,haas,94.681,nan,nan,18.0,12.0,Russian Grand Prix,False,1178.84,1747.92,51
vettel,ferrari,94.134,93.609,nan,14.0,13.0,Russian Grand Prix,False,1312.02,1994.85,51
raikkonen,alfa,95.267,nan,nan,19.0,14.0,Russian Grand Prix,False,1328.72,1845.19,51
norris,mclaren,93.804,93.081,92.847,8.0,15.0,Russian Grand Prix,False,1195.82,1901.2,51
latifi,williams,95.066,nan,nan,20.0,16.0,Russian Grand Prix,False,1206.51,1838.61,51
grosjean,haas,94.592,nan,nan,16.0,17.0,Russian Grand Prix,False,1106.57,1747.28,51
russell,williams,94.02,93.583,nan,13.0,18.0,Russian Grand Prix,False,1210.85,1835.18,51
sainz,mclaren,93.967,92.757,92.55,6.0,nan,Russian Grand Prix,False,1230.5,1901.2,51
stroll,racing_point,93.852,93.364,nan,12.0,nan,Russian Grand Prix,False,1317.69,1883.79,51
hamilton,mercedes,86.62,85.39,85.525,2.0,1.0,Eifel Grand Prix,True,1406.07,2104.43,52
max_verstappen,red_bull,86.319,85.467,85.562,3.0,2.0,Eifel Grand Prix,True,1353.81,2005.55,52
ricciardo,renault,86.836,86.096,86.223,6.0,3.0,Eifel Grand Prix,True,1300.34,1918.86,52
perez,racing_point,87.12,86.33,86.704,9.0,4.0,Eifel Grand Prix,True,1330.74,1888.92,52
sainz,mclaren,87.378,86.361,86.709,10.0,5.0,Eifel Grand Prix,True,1237.45,1906.41,52
gasly,alphatauri,87.072,86.776,nan,12.0,6.0,Eifel Grand Prix,True,1247.71,1821.66,52
leclerc,ferrari,86.857,86.24,86.035,4.0,7.0,Eifel Grand Prix,True,1200.74,1992.78,52
hulkenberg,racing_point,88.021,nan,nan,20.0,8.0,Eifel Grand Prix,True,1231.99,1898.65,52
grosjean,haas,87.552,nan,nan,16.0,9.0,Eifel Grand Prix,True,1115.65,1754.09,52
giovinazzi,alfa,87.532,86.936,nan,14.0,10.0,Eifel Grand Prix,True,1234.01,1849.54,52
vettel,ferrari,87.107,86.738,nan,11.0,11.0,Eifel Grand Prix,True,1312.76,1993.34,52
raikkonen,alfa,87.817,nan,nan,19.0,12.0,Eifel Grand Prix,True,1336.14,1855.11,52
kevin_magnussen,haas,87.231,87.125,nan,15.0,13.0,Eifel Grand Prix,True,1181.92,1756.4,52
latifi,williams,87.812,nan,nan,18.0,14.0,Eifel Grand Prix,True,1210.81,1838.4,52
kvyat,alphatauri,87.285,86.848,nan,13.0,15.0,Eifel Grand Prix,True,1268.36,1820.39,52
norris,mclaren,86.829,86.316,86.458,8.0,nan,Eifel Grand Prix,True,1195.82,1895.37,52
albon,red_bull,87.126,86.285,86.047,5.0,nan,Eifel Grand Prix,True,1236.65,2005.55,52
ocon,renault,87.086,86.364,86.242,7.0,nan,Eifel Grand Prix,True,1243.09,1906.87,52
bottas,mercedes,86.573,85.971,85.269,1.0,nan,Eifel Grand Prix,True,1284.13,2088.44,52
russell,williams,87.564,nan,nan,17.0,nan,Eifel Grand Prix,True,1206.86,1838.4,52
hamilton,mercedes,76.828,76.824,76.652,1.0,1.0,Portuguese Grand Prix,False,1408.31,2090.12,53
bottas,mercedes,76.945,76.466,76.754,2.0,2.0,Portuguese Grand Prix,False,1285.81,2091.38,53
max_verstappen,red_bull,76.879,77.038,76.904,3.0,3.0,Portuguese Grand Prix,False,1355.03,2006.47,53
leclerc,ferrari,77.421,77.367,77.09,4.0,4.0,Portuguese Grand Prix,False,1201.6,1993.98,53
gasly,alphatauri,77.209,77.367,77.803,9.0,5.0,Portuguese Grand Prix,False,1252.35,1823.87,53
sainz,mclaren,77.627,77.183,77.52,7.0,6.0,Portuguese Grand Prix,False,1238.86,1896.43,53
perez,racing_point,77.37,77.129,77.223,5.0,7.0,Portuguese Grand Prix,False,1329.23,1897.52,53
ocon,renault,77.775,77.614,nan,11.0,8.0,Portuguese Grand Prix,False,1246.87,1909.7,53
ricciardo,renault,77.621,77.481,nan,10.0,9.0,Portuguese Grand Prix,False,1301.92,1910.88,53
vettel,ferrari,77.446,77.919,nan,15.0,10.0,Portuguese Grand Prix,False,1318.48,1998.27,53
raikkonen,alfa,78.201,nan,nan,16.0,11.0,Portuguese Grand Prix,False,1341.6,1859.2,53
albon,red_bull,77.435,77.411,77.437,6.0,12.0,Portuguese Grand Prix,False,1230.77,2002.06,53
norris,mclaren,77.547,77.321,77.525,8.0,13.0,Portuguese Grand Prix,False,1190.93,1892.76,53
russell,williams,77.931,77.788,nan,14.0,14.0,Portuguese Grand Prix,False,1207.48,1838.87,53
giovinazzi,alfa,78.323,nan,nan,17.0,15.0,Portuguese Grand Prix,False,1235.95,1860.65,53
kevin_magnussen,haas,78.508,nan,nan,19.0,16.0,Portuguese Grand Prix,False,1183.89,1757.88,53
grosjean,haas,78.364,nan,nan,18.0,17.0,Portuguese Grand Prix,False,1116.07,1758.2,53
latifi,williams,78.777,nan,nan,20.0,18.0,Portuguese Grand Prix,False,1211.1,1839.09,53
kvyat,alphatauri,77.841,77.728,nan,13.0,19.0,Portuguese Grand Prix,False,1262.74,1819.65,53
stroll,racing_point,77.667,77.626,nan,12.0,nan,Portuguese Grand Prix,False,1309.95,1897.52,53
hamilton,mercedes,74.229,74.643,73.706,2.0,1.0,Emilia Romagna Grand Prix,False,1411.05,2093.43,54
bottas,mercedes,74.221,74.585,73.609,1.0,2.0,Emilia Romagna Grand Prix,False,1286.99,2094.32,54
ricciardo,renault,75.474,74.953,74.52,5.0,3.0,Emilia Romagna Grand Prix,False,1304.62,1912.9,54
kvyat,alphatauri,75.412,75.022,74.696,8.0,4.0,Emilia Romagna Grand Prix,False,1267.32,1823.08,54
leclerc,ferrari,75.123,75.017,74.616,7.0,5.0,Emilia Romagna Grand Prix,False,1204.07,2000.12,54
perez,racing_point,75.407,75.061,nan,11.0,6.0,Emilia Romagna Grand Prix,False,1335.11,1901.93,54
sainz,mclaren,75.528,75.027,74.911,10.0,7.0,Emilia Romagna Grand Prix,False,1242.54,1895.52,54
norris,mclaren,75.274,75.051,74.814,9.0,8.0,Emilia Romagna Grand Prix,False,1192.42,1896.63,54
raikkonen,alfa,75.953,nan,nan,18.0,9.0,Emilia Romagna Grand Prix,False,1350.44,1867.28,54
giovinazzi,alfa,76.208,nan,nan,20.0,10.0,Emilia Romagna Grand Prix,False,1244.66,1873.81,54
latifi,williams,75.987,nan,nan,19.0,11.0,Emilia Romagna Grand Prix,False,1218.34,1844.52,54
vettel,ferrari,75.571,75.385,nan,14.0,12.0,Emilia Romagna Grand Prix,False,1321.21,2002.16,54
stroll,racing_point,75.822,75.494,nan,15.0,13.0,Emilia Romagna Grand Prix,False,1312.51,1903.85,54
grosjean,haas,75.918,nan,nan,16.0,14.0,Emilia Romagna Grand Prix,False,1118.37,1759.93,54
albon,red_bull,75.402,74.745,74.572,6.0,15.0,Emilia Romagna Grand Prix,False,1221.73,1995.28,54
russell,williams,75.76,75.323,nan,13.0,nan,Emilia Romagna Grand Prix,False,1200.8,1844.52,54
max_verstappen,red_bull,75.034,74.974,74.176,3.0,nan,Emilia Romagna Grand Prix,False,1355.03,1995.28,54
kevin_magnussen,haas,75.939,nan,nan,17.0,nan,Emilia Romagna Grand Prix,False,1183.89,1759.93,54
ocon,renault,75.352,75.201,nan,12.0,nan,Emilia Romagna Grand Prix,False,1246.87,1907.1,54
gasly,alphatauri,75.183,74.681,74.502,4.0,nan,Emilia Romagna Grand Prix,False,1252.35,1811.09,54
hamilton,mercedes,127.599,112.709,112.56,6.0,1.0,Turkish Grand Prix,True,1417.88,2099.45,55
perez,racing_point,127.614,114.097,109.321,3.0,2.0,Turkish Grand Prix,True,1337.84,1905.9,55
vettel,ferrari,123.356,115.169,nan,11.0,3.0,Turkish Grand Prix,True,1332.06,2010.3,55
leclerc,ferrari,124.464,116.696,nan,12.0,4.0,Turkish Grand Prix,True,1215.0,2018.49,55
sainz,mclaren,127.489,115.41,nan,15.0,5.0,Turkish Grand Prix,True,1255.72,1906.52,55
max_verstappen,red_bull,117.485,110.293,108.055,2.0,6.0,Turkish Grand Prix,True,1352.0,1993.01,55
albon,red_bull,119.431,112.282,110.448,4.0,7.0,Turkish Grand Prix,True,1218.97,1990.94,55
norris,mclaren,127.167,114.945,nan,14.0,8.0,Turkish Grand Prix,True,1200.74,1912.76,55
stroll,racing_point,127.467,113.372,107.765,1.0,9.0,Turkish Grand Prix,True,1305.09,1900.33,55
ricciardo,renault,125.598,114.278,111.595,5.0,10.0,Turkish Grand Prix,True,1299.02,1902.9,55
ocon,renault,126.115,113.657,112.622,7.0,11.0,Turkish Grand Prix,True,1242.25,1899.44,55
kvyat,alphatauri,129.07,nan,nan,16.0,12.0,Turkish Grand Prix,True,1272.61,1815.06,55
gasly,alphatauri,125.579,118.556,nan,19.0,13.0,Turkish Grand Prix,True,1258.51,1819.68,55
bottas,mercedes,127.001,113.767,113.258,9.0,14.0,Turkish Grand Prix,True,1281.19,2095.1,55
raikkonen,alfa,121.249,113.793,112.745,8.0,15.0,Turkish Grand Prix,True,1342.04,1867.51,55
russell,williams,130.017,nan,nan,0.0,16.0,Turkish Grand Prix,True,1184.03,1831.95,55
kevin_magnussen,haas,128.007,nan,nan,13.0,17.0,Turkish Grand Prix,True,1183.89,1759.93,55
grosjean,haas,132.909,nan,nan,17.0,nan,Turkish Grand Prix,True,1114.38,1759.93,55
latifi,williams,141.611,nan,nan,0.0,nan,Turkish Grand Prix,True,1196.52,1831.95,55
giovinazzi,alfa,127.341,113.431,117.226,10.0,nan,Turkish Grand Prix,True,1244.66,1858.51,55
hamilton,mercedes,88.343,87.586,87.264,1.0,1.0,Bahrain Grand Prix,False,1420.12,2096.78,56
max_verstappen,red_bull,88.885,88.025,87.678,3.0,2.0,Bahrain Grand Prix,False,1354.27,1992.65,56
albon,red_bull,88.732,88.749,88.274,4.0,3.0,Bahrain Grand Prix,False,1220.88,1994.08,56
norris,mclaren,89.464,88.877,88.542,9.0,4.0,Bahrain Grand Prix,False,1206.44,1917.03,56
sainz,mclaren,88.975,nan,nan,15.0,5.0,Bahrain Grand Prix,False,1266.7,1925.27,56
gasly,alphatauri,88.971,89.008,88.448,8.0,6.0,Bahrain Grand Prix,False,1260.98,1821.54,56
ricciardo,renault,89.005,88.648,88.417,6.0,7.0,Bahrain Grand Prix,False,1298.4,1898.97,56
bottas,mercedes,88.767,88.063,87.553,2.0,8.0,Bahrain Grand Prix,False,1276.56,2093.31,56
ocon,renault,89.203,88.937,88.419,7.0,9.0,Bahrain Grand Prix,False,1240.51,1897.66,56
leclerc,ferrari,89.137,89.165,nan,12.0,10.0,Bahrain Grand Prix,False,1217.79,2020.58,56
